COUNTY,COUNTY_FIPS,FACILITY_ID,FINAL_NAICS_CODE,MECS_NAICS,REPORTING_YEAR,STATE,Industry,Label,Temperature Band,Temp_degC,FUEL_TYPE,Natural_gas,Total,MMTCO2E,Thermal MWh,Thermal MWh/hr,Fuel_group
NUECES,48355,1008110,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1008110,550-850 C,600,Fuel GasNatural Gas (Weighted U.S. Average),110.47675273900002,14243.262988414,0.7992838720000001,3956465.106395665,451.65126785338634,FuelGas_TypeNG_Type
NUECES,48355,1009066,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1009066,100-300 C,220,Natural Gas (Weighted U.S. Average)Fuel Gas,5476.0597769000005,26820.496409651,1.4744229770000001,7450143.851680037,850.4730424292279,NG_TypeFuelGas_Type
NUECES,48355,1009066,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1009066,550-850 C,600,Natural Gas (Weighted U.S. Average)Fuel Gas,3592.540226,8244.740671585001,0.44213543200000005,2290207.5742715383,261.4392208072532,NG_TypeFuelGas_Type
NUECES COUNTY,48355,1004213,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1004213,100-300 C,220,Natural Gas (Weighted U.S. Average),8.827281419,8.827281419,0.00044439200000000005,2452.024578006982,0.2799114815076464,NG_Type
NUECES COUNTY,48355,1004213,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1004213,550-850 C,600,Natural Gas (Weighted U.S. Average),14.66069466,14.66069466,0.000738065,4072.4184412654804,0.46488794991615073,NG_Type
NUECES COUNTY,48355,1009067,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1009067,100-300 C,220,Natural Gas (Weighted U.S. Average)Fuel Gas,335.4683625,3479.05093313,0.193437662,966403.8101029851,110.3200696464595,NG_TypeFuelGas_Type
NUECES COUNTY,48355,1009067,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1009067,550-850 C,600,Natural Gas (Weighted U.S. Average)Fuel Gas,557.1589937,745.3519395229999,0.038618362999999996,207042.37105681992,23.63497386493378,NG_TypeFuelGas_Type
NUECES COUNTY,48355,1011920,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1011920,100-300 C,220,Fuel Gas,0.0,15.606918983,0.000876507,4335.258741259774,0.4948925503721203,FuelGas_Type
NUECES COUNTY,48355,1011920,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1011920,550-850 C,600,Fuel Gas,0.0,211.934319997,0.011902631,58870.691540126674,6.720398577640031,FuelGas_Type
ORANGE,48361,1002212,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1002212,100-300 C,260,Natural Gas (Weighted U.S. Average),1182.5817543100002,1182.5817543100002,0.059534843000000004,328495.1945487232,37.49945143250265,NG_Type
ORANGE,48361,1002212,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1002212,850+ C,900,Natural Gas (Weighted U.S. Average),398.77756833999996,398.77756833999996,0.020075702,110771.63537834852,12.645163855975857,NG_Type
ORANGE,48361,1003382,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1003382,100-300 C,260,Natural Gas (Weighted U.S. Average)Fuel Gas,11204.3168526,13467.1172289,0.6911430089999999,3740868.8896093844,427.03982758098,NG_TypeFuelGas_Type
ORANGE,48361,1003382,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1003382,850+ C,900,Natural Gas (Weighted U.S. Average)Fuel Gas,3778.1998691,4189.19353911,0.21328846,1163665.8029068976,132.83856197567326,NG_TypeFuelGas_Type
ORANGE,48361,1007348,331111,331111,2015,TX,Iron and Steel Mills,Iron and Steel Mills_1007348,100-300 C,180,Natural Gas (Weighted U.S. Average),128.08504503,128.08504503,0.006448199999999999,35579.207638343345,4.0615533833725275,NG_Type
ORANGE,48361,1007348,331111,331111,2015,TX,Iron and Steel Mills,Iron and Steel Mills_1007348,850+ C,1100,Natural Gas (Weighted U.S. Average),849.4060881,849.4060881,0.042761744,235946.32434024182,26.934511910986508,NG_Type
ORANGE COUNTY,48361,1005909,322130,322130,2015,TX,Paperboard Mills,Paperboard Mills_1005909,100-300 C,150,Natural Gas (Weighted U.S. Average),633.6512118960001,633.6512118960001,0.031899981,176014.36633804708,20.09296419384099,NG_Type
ORANGE COUNTY,48361,1005909,322130,322130,2015,TX,Paperboard Mills,Paperboard Mills_1005909,100-300 C,200,Natural Gas (Weighted U.S. Average),168.733262813,168.733262813,0.008494556999999998,46870.388277669525,5.3505009449394425,NG_Type
ORANGE COUNTY,48361,1005909,322130,322130,2015,TX,Paperboard Mills,Paperboard Mills_1005909,100-300 C,275,Natural Gas (Weighted U.S. Average),72.06677343599999,72.06677343599999,0.0036280659999999997,20018.564191505207,2.2852242227745676,NG_Type
ORANGE COUNTY,48361,1005909,322130,322130,2015,TX,Paperboard Mills,Paperboard Mills_1005909,300-550 C,505,Natural Gas (Weighted U.S. Average),781.647311908,781.647311908,0.039350579999999996,217124.42700718043,24.785893493970374,NG_Type
ORANGE COUNTY,48361,1005909,322130,322130,2015,TX,Paperboard Mills,Paperboard Mills_1005909,550-850 C,800,Natural Gas (Weighted U.S. Average),586.5349066040001,586.5349066040001,0.029528028999999997,162926.49328664594,18.598914758749537,NG_Type
SAN PATRICIO,48409,1001705,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1001705,100-300 C,260,Natural Gas (Weighted U.S. Average),27611.7729101,27611.7729101,1.3900625300000002,7669943.055421758,875.5642757330775,NG_Type
SAN PATRICIO,48409,1001705,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1001705,850+ C,900,Natural Gas (Weighted U.S. Average),750.2455455,750.2455455,0.037769694,208401.70713789904,23.79014921665514,NG_Type
SMITH,48423,1006444,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1006444,100-300 C,220,Fuel Gas,0.0,2504.654686,0.140665813,695737.9693677081,79.42214262188449,FuelGas_Type
SMITH,48423,1006444,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1006444,550-850 C,600,Fuel GasNatural Gas (Weighted U.S. Average),35.397973990000004,185.34101919,0.010203125,51483.65762855982,5.877129866273952,FuelGas_TypeNG_Type
TRAVIS,48453,1007346,327410,327410,2015,TX,Lime,Lime_1007346,850+ C,1500,Natural Gas (Weighted U.S. Average),489.9983886,489.9983886,0.024668043,136110.7723885308,15.537759405083426,NG_Type
VICTORIA,48469,1001781,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1001781,100-300 C,260,Natural Gas (Weighted U.S. Average),11370.086976105998,11370.086976105998,0.572405584,3158360.020048773,360.5433812841065,NG_Type
VICTORIA,48469,1001781,325199,325199,2015,TX,Other Basic Organic Chemicals,Other Basic Organic Chemicals_1001781,850+ C,900,Natural Gas (Weighted U.S. Average),1412.750358534,1412.750358534,0.07112226599999999,392430.9690928575,44.79805583251798,NG_Type
WILSON,48493,1010605,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1010605,100-300 C,220,Fuel Gas,0.0,107.131208816,0.006016677,29758.69292249085,3.397111064211284,FuelGas_Type
WILSON,48493,1010605,324110,324110,2015,TX,Petroleum Refineries,Petroleum Refineries_1010605,550-850 C,600,Fuel Gas,0.0,436.351024682,0.024506241,121208.71493411661,13.836611293848927,FuelGas_Type
